 net1            v(D0)           v(D1)           v(D2)           v(D3)           v(D4)           v(D5)           v(D6)           i(viout_final)  v(v_out_final) 
 1.19273853e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.88963520e-10  1.80000000e+00 
 1.19273850e-01  1.00000000e+00  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.89276159e-10  1.80000000e+00 
 1.19273856e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.89446689e-10  1.80000000e+00 
 1.19273847e-01  1.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.89702484e-10  1.80000000e+00 
 1.19273857e-01  0.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.88849833e-10  1.80000000e+00 
 1.19273842e-01  1.00000000e+00  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.88309820e-10  1.80000000e+00 
 1.19273857e-01  0.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.90043545e-10  1.80000000e+00 
 1.19273851e-01  1.00000000e+00  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.89531954e-10  1.80000000e+00 
 1.19273858e-01  0.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.89873014e-10  1.80000000e+00 
 1.19273855e-01  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  1.00000000e+00  2.89674063e-10  1.80000000e+00 
